ESNTL_ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ROAD_NM_CD,FCLTY_ROAD_NM_ADDR,LNM_ADDR,ADDR_ENG_NM,ADSTRD_CD,BULD_NM,BULD_MANAGE_CD,TEL_NO,ZIP_NO,HMPG_URL,FCLTY_LA,FCLTY_LO,ORIGIN_NM,ADIT_DC,UPDT_DT,REGIST_DT
KCDCIO22N000001722,문화시설,문화시설_보호구역,학하1통경로당,30,대전광역시,30200,유성구,3020010500,,3.02004E+11,대전광역시 유성구 진잠옛로175번길 30(학하동),대전광역시 유성구 학하동 574-5 마을회관,"30 Jinjamyet-ro 175beon-gil, Yuseong-gu, Daejeon",3020010500,마을회관,3.02001E+24,042-611-2588,34212,,36.3355482,127.3113790,공공데이터,,20230207,20230207
KCDCIO22N000001723,문화시설,문화시설_보호구역,계산1통경로당,30,대전광역시,30200,유성구,3020010600,,3.02003E+11,대전광역시 유성구 원계산로 140(계산동),"대전광역시 유성구 계산동 104-3 새마을회관,노인정","140 Wongyesan-ro, Yuseong-gu, Daejeon",3020010600,"새마을회관,노인정",3.02001E+24,042-611-2588,34206,,36.3258710,127.3041570,공공데이터,,20230207,20230207
KCDCIO22N000001724,문화시설,문화시설_보호구역,도룡동 경로당,30,대전광역시,30200,유성구,3020012700,,3.02003E+11,대전광역시 유성구 문지로 23(도룡동),대전광역시 유성구 도룡동 산22-1 노인정,"23 Munji-ro, Yuseong-gu, Daejeon",3020012700,노인정,3.02001E+24,042-611-2588,34055,,36.3889955,127.3813349,공공데이터,,20230207,20230207
KCDCIO22N000001725,문화시설,문화시설_보호구역,구암11통경로당,30,대전광역시,30200,유성구,3020011200,,3.02004E+11,대전광역시 유성구 계룡로16번길 83(구암동),대전광역시 유성구 구암동 603-1 구암11통경로당,"83 Gyeryong-ro 16beon-gil, Yuseong-gu, Daejeon",3020011200,구암11통경로당,3.02001E+24,042-611-2588,34176,,36.3528657,127.3310370,공공데이터,,20230207,20230207
KCDCIO22N000001726,문화시설,문화시설_보호구역,복용 1통 노인회관,30,대전광역시,30200,유성구,3020011600,,3.02004E+11,대전광역시 유성구 진잠옛로265번길 33(복용동),대전광역시 유성구 복용동 349,"33 Jinjamyet-ro 265beon-gil, Yuseong-gu, Daejeon",3020011600,,3.02001E+24,042-611-2588,34163,,36.3421441,127.3174175,공공데이터,,20230207,20230207
KCDCIO22N000001727,문화시설,문화시설_보호구역,동대문노인종합복지관,11,서울특별시,11230,동대문구,1123010700,,1.12304E+11,서울특별시 동대문구 제기로33길 25(청량리동),"서울특별시 동대문구 청량리동 11-1 동대문노인종합복지관, 청소년수련관","25 Jegi-ro 33-gil, Dongdaemun-gu, Seoul",1123010700,"동대문노인종합복지관, 청소년수련관",1.12301E+24,02-2127-4887,02462,,37.5872370,127.0500258,공공데이터,,20230207,20230207
KCDCIO22N000001728,문화시설,문화시설_보호구역,중산경노당,11,서울특별시,11230,동대문구,1123010500,,1.12304E+11,서울특별시 동대문구 답십리로48길 54(답십리동),서울특별시 동대문구 답십리동 36-31,"54 Dapsimni-ro 48-gil, Dongdaemun-gu, Seoul",1123010500,,1.12301E+24,02-2127-4887,02615,,37.5703570,127.0576174,공공데이터,,20230207,20230207
KCDCIO22N000001729,문화시설,문화시설_보호구역,행복마을경노당,11,서울특별시,11230,동대문구,1123010300,,1.12304E+11,서울특별시 동대문구 고산자로56길 53(제기동),서울특별시 동대문구 제기동 122-444,"53 Gosanja-ro 56-gil, Dongdaemun-gu, Seoul",1123010300,,1.12301E+24,02-2127-4887,02466,,37.5900093,127.0387016,공공데이터,,20230207,20230207
KCDCIO22N000001730,문화시설,문화시설_보호구역,사)대한노인회,11,서울특별시,11230,동대문구,1123010400,,1.12303E+11,서울특별시 동대문구 사가정로 98(전농동),서울특별시 동대문구 전농동 295-495 대한노인회 동대문구지회,"98 Sagajeong-ro, Dongdaemun-gu, Seoul",1123010400,대한노인회 동대문구지회,1.12301E+24,02-2127-4887,02539,,37.5763748,127.0563417,공공데이터,,20230207,20230207
KCDCIO22N000001731,문화시설,문화시설_보호구역,장평경노당,11,서울특별시,11230,동대문구,1123010600,,1.12304E+11,서울특별시 동대문구 한천로28길 27(장안동),서울특별시 동대문구 장안동 143-26 장평경노당,"27 Hancheon-ro 28-gil, Dongdaemun-gu, Seoul",1123010600,장평경노당,1.12301E+24,02-2127-4887,02529,,37.5732520,127.0684601,공공데이터,,20230207,20230207
KCDCIO22N000001732,문화시설,문화시설_보호구역,경동요양병원,11,서울특별시,11230,동대문구,1123010700,,1.12303E+11,서울특별시 동대문구 약령시로 124(청량리동),서울특별시 동대문구 청량리동 689,"124 Yangnyeongsi-ro, Dongdaemun-gu, Seoul",1123010700,,1.12301E+24,02-2127-4887,02573,,37.5829415,127.0437706,공공데이터,,20230207,20230207
KCDCIO22N000001733,문화시설,문화시설_보호구역,은천노인종합복지센터,11,서울특별시,11230,동대문구,1123010600,,1.12304E+11,서울특별시 동대문구 장한로24길 21(장안동),서울특별시 동대문구 장안동 344-7,"21 Janghan-ro 24-gil, Dongdaemun-gu, Seoul",1123010600,,1.12301E+24,02-2127-4887,02637,,37.5706830,127.0722082,공공데이터,,20230207,20230207
KCDCIO22N000001734,문화시설,문화시설_보호구역,시립동대문실버케어센터,11,서울특별시,11230,동대문구,1123010500,,1.12303E+11,서울특별시 동대문구 황물로 12(답십리동),서울특별시 동대문구 답십리동 553-1,"12 Hwangmul-ro, Dongdaemun-gu, Seoul",1123010500,,1.12301E+24,02-2127-4887,02591,,37.5756370,127.0448250,공공데이터,,20230207,20230207
KCDCIO22N000001735,문화시설,문화시설_보호구역,동부노인복지회관,41,경기도,41360,남양주시,4136034021,운수리,4.13603E+11,경기도 남양주시 수동면 비룡로 801-47,경기도 남양주시 수동면 운수리 361 남양주시동부노인복지관,"801-47 Biryong-ro, Sudong-myeon, Namyangju-si, Gyeonggi-do",4136034021,남양주시동부노인복지관,4.13603E+24,031-590-2438,12031,,37.7097030,127.3205119,공공데이터,,20230207,20230207
KCDCIO22N000001736,문화시설,문화시설_보호구역,남양주시노인복지관 본관,41,경기도,41360,남양주시,4136025926,송능리,4.13603E+11,경기도 남양주시 진건읍 진건오남로 359,경기도 남양주시 진건읍 송능리 109-17,"359 Jingeononam-ro, Jingeon-eup, Namyangju-si, Gyeonggi-do",4136025926,,4.13603E+24,031-590-2437,12129,,37.6732999,127.1974680,공공데이터,,20230207,20230207
KCDCIO22N000001737,문화시설,문화시설_보호구역,물골안어르신학교,41,경기도,41360,남양주시,4136034021,운수리,4.13603E+11,경기도 남양주시 수동면 지둔로 7-2,경기도 남양주시 수동면 운수리 95-39 마을회관,"7-2 Jidun-ro, Sudong-myeon, Namyangju-si, Gyeonggi-do",4136034021,마을회관,4.13603E+24,031-590-2438,12031,,37.7046980,127.3247858,공공데이터,,20230207,20230207
KCDCIO22N000001738,문화시설,문화시설_보호구역,남양주시노인복지관분관 행복공간,41,경기도,41360,남양주시,4136025328,금곡리,4.13604E+11,경기도 남양주시 진접읍 해밀예당1로236번길 23,경기도 남양주시 진접읍 금곡리 1118,"23 Haemiryedang 1-ro 236beon-gil, Jinjeop-eup, Namyangju-si, Gyeonggi-do",4136025328,,4.13603E+24,031-590-2437,12062,,37.7189590,127.2050740,공공데이터,,20230207,20230207
KCDCIO22N000001739,문화시설,문화시설_보호구역,남양주시 보훈요양원,41,경기도,41360,남양주시,4136011100,,4.13603E+11,경기도 남양주시 덕송2로 71(별내동),경기도 남양주시 별내동 819,"71 Deoksong 2-ro, Namyangju-si, Gyeonggi-do",4136011100,,4.13601E+24,031-590-2437,12097,,37.6692873,127.1175987,공공데이터,,20230207,20230207
KCDCIO22N000001740,문화시설,문화시설_보호구역,팔야1리 경로당,41,경기도,41360,남양주시,4136025326,팔야리,4.13603E+11,경기도 남양주시 진접읍 팔야로 130,경기도 남양주시 진접읍 팔야리 330-2 팔야1리마을회관,"130 Parya-ro, Jinjeop-eup, Namyangju-si, Gyeonggi-do",4136025326,팔야1리마을회관,4.13603E+24,031-590-2437,12017,,37.7499590,127.2227004,공공데이터,,20230207,20230207
KCDCIO22N000001741,문화시설,문화시설_보호구역,화도노인복지관,41,경기도,41360,남양주시,4136025621,마석우리,4.13603E+11,경기도 남양주시 화도읍 맷돌로 84,경기도 남양주시 화도읍 마석우리 551 이석영뉴미디어도서관,"84 Maetdol-ro, Hwado-eup, Namyangju-si, Gyeonggi-do",4136025621,이석영뉴미디어도서관,4.13603E+24,031-590-2438,12173,,37.6581598,127.2995319,공공데이터,,20230207,20230207
KCDCIO22N000001742,문화시설,문화시설_보호구역,신망애재활원,41,경기도,41360,남양주시,4136034026,입석리,4.13604E+11,경기도 남양주시 수동면 비룡로972번길 17,경기도 남양주시 수동면 입석리 522-2,"17 Biryong-ro 972beon-gil, Sudong-myeon, Namyangju-si, Gyeonggi-do",4136034026,,4.13603E+24,031-590-2438,12029,,37.7202178,127.3142963,공공데이터,,20230207,20230207
KCDCIO22N000001743,문화시설,문화시설_보호구역,호세아동산,41,경기도,41360,남양주시,4136034027,송천리,4.13603E+11,경기도 남양주시 수동면 소래비로 470-19,경기도 남양주시 수동면 송천리 452-1 호세아동산,"470-19 Soraebi-ro, Sudong-myeon, Namyangju-si, Gyeonggi-do",4136034027,호세아동산,4.13603E+24,031-590-2438,12034,,37.6877921,127.3274620,공공데이터,,20230207,20230207
KCDCIO22N000001744,문화시설,문화시설_보호구역,곡성읍 사회복지회관,48,전라남도,48600,곡성군,4672025021,읍내리,4.67205E+11,전라남도 곡성군 곡성읍 읍내14길 14,전라남도 곡성군 곡성읍 읍내리 261-9,"14 Eumnae 14-gil, Gokseong-eup, Gokseong-gun, Jeollanam-do",4672025021,,4.67203E+24,061-360-2673,57542,,35.2802991,127.2963574,공공데이터,,20230207,20230207
KCDCIO22N000001745,문화시설,문화시설_보호구역,목사동면 노인분회,48,전라남도,48600,곡성군,4672034021,평리,4.67203E+11,전라남도 곡성군 목사동면 주목로 756,전라남도 곡성군 목사동면 평리 257-4,"756 Jumok-ro, Moksadong-myeon, Gokseong-gun, Jeollanam-do",4672034021,,4.67203E+24,061-360-2673,57553,,35.1203398,127.3003896,공공데이터,,20230207,20230207
KCDCIO22N000001746,문화시설,문화시설_보호구역,곡성삼강원,48,전라남도,48600,곡성군,4672025024,죽동리,4.67203E+11,전라남도 곡성군 곡성읍 중앙로 33,전라남도 곡성군 곡성읍 죽동리 6-2,"33 Jungang-ro, Gokseong-eup, Gokseong-gun, Jeollanam-do",4672025024,,4.67203E+24,061-360-2673,57539,,35.2787792,127.2870060,공공데이터,,20230207,20230207
KCDCIO22N000001747,문화시설,문화시설_보호구역,봉명6통할머니경로당,30,대전광역시,30200,유성구,3020011100,,3.02004E+11,대전광역시 유성구 계룡로74번길 79-15(봉명동),대전광역시 유성구 봉명동 557-5,"79-15 Gyeryong-ro 74beon-gil, Yuseong-gu, Daejeon",3020011100,,3.02001E+24,042-611-2588,34179,,36.3511170,127.3388720,공공데이터,,20230207,20230207
KCDCIO22N000001748,문화시설,문화시설_보호구역,"원내6,7통경로당",30,대전광역시,30200,유성구,3020010100,,3.02004E+11,대전광역시 유성구 진잠로70번길 30(원내동),대전광역시 유성구 원내동 340-7,"30 Jinjam-ro 70beon-gil, Yuseong-gu, Daejeon",3020010100,,3.02001E+24,042-611-2588,34230,,36.2981070,127.3178320,공공데이터,,20230207,20230207
KCDCIO22N000001749,문화시설,문화시설_보호구역,김포시 노인복지회관,41,경기도,41570,김포시,4157010600,,4.15704E+11,경기도 김포시 사우중로74번길 48(사우동),경기도 김포시 사우동 865 김포시노인종합복지관,"48 Saujung-ro 74beon-gil, Gimpo-si, Gyeonggi-do",4157010600,김포시노인종합복지관,4.15701E+24,031-980-2327,10111,,37.6222364,126.7226196,공공데이터,,20230207,20230207
KCDCIO22N000001750,문화시설,문화시설_보호구역,김포재가노인지원센터,41,경기도,41570,김포시,4157035025,포내리,4.15702E+11,경기도 김포시 월곶면 김포대로 2857-39,경기도 김포시 월곶면 포내리 168-2,"2857-39 Gimpo-daero, Wolgot-myeon, Gimpo-si, Gyeonggi-do",4157035025,,4.15704E+24,031-980-2327,10024,,37.7174577,126.5359521,공공데이터,,20230207,20230207
KCDCIO22N000001751,문화시설,문화시설_보호구역,양촌읍 노인복지회관,41,경기도,41570,김포시,4157025621,양곡리,4.15704E+11,경기도 김포시 양촌읍 양곡1로68번길 37,"경기도 김포시 양촌읍 양곡리 1554 양촌읍행정복지센터, 양촌읍노인복지회관","37 Yanggok 1-ro 68beon-gil, Yangchon-eup, Gimpo-si, Gyeonggi-do",4157025621,"양촌읍행정복지센터, 양촌읍노인복지회관",4.15703E+24,031-980-2327,10057,,37.6572011,126.6254312,공공데이터,,20230207,20230207
KCDCIO22N000001752,문화시설,문화시설_보호구역,갈산3리 경로당,41,경기도,41570,김포시,4157035023,갈산리,4.15703E+11,경기도 김포시 월곶면 오리정로 107-25,경기도 김포시 월곶면 갈산리 518-11,"107-25 Orijeong-ro, Wolgot-myeon, Gimpo-si, Gyeonggi-do",4157035023,,4.15704E+24,031-980-2327,10025,,37.7037348,126.5597977,공공데이터,,20230207,20230207
KCDCIO22N000001753,문화시설,문화시설_보호구역,고막리 마을회관,41,경기도,41570,김포시,4157035022,고막리,4.15703E+11,경기도 김포시 월곶면 김포대학로 232,경기도 김포시 월곶면 고막리 305,"232 Gimpodaehak-ro, Wolgot-myeon, Gimpo-si, Gyeonggi-do",4157035022,,4.15704E+24,031-980-2327,10021,,37.7253120,126.5577128,공공데이터,,20230207,20230207
KCDCIO22N000001754,문화시설,문화시설_보호구역,해맑은마음터,41,경기도,41570,김포시,4157034025,율생리,4.15703E+11,경기도 김포시 대곶면 율생중앙로 89,경기도 김포시 대곶면 율생리 472-5 해맑은마음터,"89 Yulsaengjungang-ro, Daegot-myeon, Gimpo-si, Gyeonggi-do",4157034025,해맑은마음터,4.15703E+24,031-980-2327,10040,,37.6552084,126.5801928,공공데이터,,20230207,20230207
KCDCIO22N000001755,문화시설,문화시설_보호구역,약암1리 경로당,41,경기도,41570,김포시,4157034023,약암리,4.15704E+11,경기도 김포시 대곶면 약암로948번길 10,경기도 김포시 대곶면 약암리 503-3,"10 Yagam-ro 948beon-gil, Daegot-myeon, Gimpo-si, Gyeonggi-do",4157034023,,4.15703E+24,031-980-2327,10042,,37.6385176,126.5538106,공공데이터,,20230207,20230207
KCDCIO22N000001756,문화시설,문화시설_보호구역,쇄암리 마을회관,41,경기도,41570,김포시,4157034031,대곶면,4.15704E+11,경기도 김포시 대곶면 쇄암로117번길 10,경기도 김포시 대곶면 쇄암리 288-2,"10 Swaeam-ro 117beon-gil, Daegot-myeon, Gimpo-si, Gyeonggi-do",4157034031,,4.15703E+24,031-980-2327,10026,,37.6781576,126.5417885,공공데이터,,20230207,20230207
KCDCIO22N000001757,문화시설,문화시설_보호구역,포내2리 마을회관,41,경기도,41570,김포시,4157035025,포내리,4.15704E+11,경기도 김포시 월곶면 김포대로2970번길 39,경기도 김포시 월곶면 포내리 76-3,"39 Gimpo-daero 2970beon-gil, Wolgot-myeon, Gimpo-si, Gyeonggi-do",4157035025,,4.15704E+24,031-980-2328,10020,,37.7260915,126.5379972,공공데이터,,20230207,20230207
KCDCIO22N000001758,문화시설,문화시설_보호구역,대명2리 마을회관,41,경기도,41570,김포시,4157034033,대명리,4.15703E+11,경기도 김포시 대곶면 대곶로 86-17,경기도 김포시 대곶면 대명리 636 대명2리마을회관,"86-17 Daegot-ro, Daegot-myeon, Gimpo-si, Gyeonggi-do",4157034033,대명2리마을회관,4.15703E+24,031-980-2329,10040,,37.6525772,126.5531545,공공데이터,,20230207,20230207
KCDCIO22N000001759,문화시설,문화시설_보호구역,여성노인회관,41,경기도,41310,구리시,4131010300,,4.13104E+11,경기도 구리시 건원대로34번길 32-20(인창동),경기도 구리시 인창동 673-5 구리시여성노인회관,"32-20 Geonwon-daero 34beon-gil, Guri-si, Gyeonggi-do",4131010300,구리시여성노인회관,4.13101E+24,031-550-2702,11922,,37.6034253,127.1418616,공공데이터,,20230207,20230207
KCDCIO22N000001760,문화시설,문화시설_보호구역,배탈고개경로당,41,경기도,41310,구리시,4131010300,,4.13103E+11,경기도 구리시 동구릉로 48(인창동),경기도 구리시 인창동 575-18,"48 Donggureung-ro, Guri-si, Gyeonggi-do",4131010300,,4.13101E+24,031-550-2702,11923,,37.6043851,127.1337197,공공데이터,,20230207,20230207
KCDCIO22N000001761,문화시설,문화시설_보호구역,옥천노인장애인복지관,44,충청북도,44300,옥천군,4373025038,삼양리,4.37305E+11,충청북도 옥천군 옥천읍 삼양로8길 9,충청북도 옥천군 옥천읍 삼양리 161-1 옥천군노인장애인복지관,"9 Samyang-ro 8-gil, Okcheon-eup, Okcheon-gun, Chungcheongbuk-do",4373025038,옥천군노인장애인복지관,4.37303E+24,043-730-3514,29032,,36.3046044,127.5698952,공공데이터,,20230207,20230207
KCDCIO22N000001762,문화시설,문화시설_보호구역,동대경로당,44,충청북도,44300,옥천군,4373033024,동대리,4.37305E+11,충청북도 옥천군 안내면 동대1길 15-2,충청북도 옥천군 안내면 동대리 157-1 동대리 마을회관,"15-2 Dongdae 1-gil, Annae-myeon, Okcheon-gun, Chungcheongbuk-do",4373033024,동대리 마을회관,4.37303E+24,043-730-3514,29007,,36.4088196,127.6700174,공공데이터,,20230207,20230207
KCDCIO22N000001763,문화시설,문화시설_보호구역,율티경로당,44,충청북도,44300,옥천군,4373033030,도율리,4.37303E+11,충청북도 옥천군 안내면 안내수한로 291,충청북도 옥천군 안내면 도율리 137,"291 Annaesuhan-ro, Annae-myeon, Okcheon-gun, Chungcheongbuk-do",4373033030,,4.37303E+24,043-730-3514,29006,,36.4099999,127.6421453,공공데이터,,20230207,20230207
KCDCIO22N000001764,문화시설,문화시설_보호구역,대성리경로당,44,충청북도,44300,옥천군,4373035037,대성리,4.37305E+11,충청북도 옥천군 청산면 대성길 14,충청북도 옥천군 청산면 대성리 162-2,"14 Daeseong-gil, Cheongsan-myeon, Okcheon-gun, Chungcheongbuk-do",4373035037,,4.37304E+24,043-730-3514,29011,,36.3725522,127.8167992,공공데이터,,20230207,20230207
KCDCIO22N000001765,문화시설,문화시설_보호구역,지수2리(수동)경로당,44,충청북도,44300,옥천군,4373032023,지수리,4.37303E+11,충청북도 옥천군 안남면 안남로 919,충청북도 옥천군 안남면 지수리 1121-1,"919 Annam-ro, Annam-myeon, Okcheon-gun, Chungcheongbuk-do",4373032023,,4.37303E+24,043-730-3514,29010,,36.3233417,127.6833640,공공데이터,,20230207,20230207
KCDCIO22N000001766,문화시설,문화시설_보호구역,개심리(장화)경로당,44,충청북도,44300,옥천군,4373036026,개심리,4.37305E+11,충청북도 옥천군 이원면 개심5길 17-1,충청북도 옥천군 이원면 개심리 957 주택,"17-1 Gaesim 5-gil, Iwon-myeon, Okcheon-gun, Chungcheongbuk-do",4373036026,주택,4.37304E+24,043-730-3514,29064,,36.1937742,127.6293545,공공데이터,,20230207,20230207
KCDCIO22N000001767,문화시설,문화시설_보호구역,정읍시 노인복직관,45,전라북도,45180,정읍시,4518011200,,4.51805E+11,전라북도 정읍시 금붕1길 212(금붕동),전라북도 정읍시 금붕동 949-10 정읍시노인복지관,"212 Geumbung 1-gil, Jeongeup-si, Jeollabuk-do",4518011200,정읍시노인복지관,4.51801E+24,063-570-5943,56196,,35.5537852,126.8931931,공공데이터,,20230207,20230207
KCDCIO22N000001768,문화시설,문화시설_보호구역,북부노인복지관,45,전라북도,45180,정읍시,4518025021,신태인리,4.51803E+11,전라북도 정읍시 신태인읍 신태인중앙로 40,전라북도 정읍시 신태인읍 신태인리 66-2,"40 Sintaeinjungang-ro, Sintaein-eup, Jeongeup-si, Jeollabuk-do",4518025021,,4.51803E+24,063-570-5943,56106,,35.6890005,126.8894918,공공데이터,,20230207,20230207
KCDCIO22N000001769,문화시설,문화시설_보호구역,크로바실버빌,45,전라북도,45180,정읍시,4518032022,단곡리,4.51803E+11,전라북도 정읍시 입암면 정읍남로 643,전라북도 정읍시 입암면 단곡리 191-8 사랑채,"643 Jeongeumnam-ro, Ibam-myeon, Jeongeup-si, Jeollabuk-do",4518032022,사랑채,4.51803E+24,063-570-5943,56215,,35.5167470,126.7983213,공공데이터,,20230207,20230207
KCDCIO22N000001770,문화시설,문화시설_보호구역,온누리행복한집,45,전라북도,45180,정읍시,4518032024,천원리,4.51803E+11,전라북도 정읍시 입암면 정읍남로 493,전라북도 정읍시 입암면 천원리 82-1 입암온누리요양원,"493 Jeongeumnam-ro, Ibam-myeon, Jeongeup-si, Jeollabuk-do",4518032024,입암온누리요양원,4.51803E+24,063-570-5943,56215,,35.5040963,126.7932606,공공데이터,,20230207,20230207
KCDCIO22N000001771,문화시설,문화시설_보호구역,둥지원,45,전라북도,45180,정읍시,4518025021,신태인리,4.51805E+11,전라북도 정읍시 신태인읍 표천길 14,전라북도 정읍시 신태인읍 신태인리 422,"14 Pyocheon-gil, Sintaein-eup, Jeongeup-si, Jeollabuk-do",4518025021,,4.51803E+24,063-570-5943,56104,,35.6923436,126.8885768,공공데이터,,20230207,20230207
KCDCIO22N000001772,문화시설,문화시설_보호구역,하늘향,45,전라북도,45180,정읍시,4518025021,신태인리,4.51803E+11,전라북도 정읍시 신태인읍 정신로 1204,전라북도 정읍시 신태인읍 신태인리 546-3,"1204 Jeongsin-ro, Sintaein-eup, Jeongeup-si, Jeollabuk-do",4518025021,,4.51803E+24,063-570-5943,56104,,35.6917064,126.8830564,공공데이터,,20230207,20230207
KCDCIO22N000001773,문화시설,문화시설_보호구역,영암읍 복지회관,46,전라남도,46830,영암군,4683025023,서남리,4.68303E+11,전라남도 영암군 영암읍 열무정로 21-3,전라남도 영암군 영암읍 서남리 7-1,"21-3 Yeolmujeong-ro, Yeongam-eup, Yeongam-gun, Jeollanam-do",4683025023,,4.68303E+24,061-470-2489,58416,,34.7990770,126.6990960,공공데이터,,20230207,20230207
KCDCIO22N000001774,문화시설,문화시설_보호구역,군서면 복지회관,46,전라남도,46830,영암군,4683036030,월곡리,4.68303E+11,전라남도 영암군 군서면 왕인로 762,전라남도 영암군 군서면 월곡리 744-2 군서면사무소,"762 Wangin-ro, Gunseo-myeon, Yeongam-gun, Jeollanam-do",4683036030,군서면사무소,4.68304E+24,061-470-2489,58434,,34.7795757,126.6504457,공공데이터,,20230207,20230207
KCDCIO22N000001775,문화시설,문화시설_보호구역,반야노인요양원,42,강원도,42210,속초시,4221010700,,4.22104E+11,강원도 속초시 싸리재길 195(노학동),강원도 속초시 노학동 455-16,"195 Ssarijae-gil, Sokcho-si, Gangwon-do",4221010700,,4.22101E+24,033-639-2019,24868,,38.1825819,128.5614725,공공데이터,,20230207,20230207
KCDCIO22N000001776,문화시설,문화시설_보호구역,속초시노인종합복지관,42,강원도,42210,속초시,4221010600,,4.22103E+11,강원도 속초시 수복로 42(교동),강원도 속초시 교동 979 속초시 노인종합복지관,"42 Subok-ro, Sokcho-si, Gangwon-do",4221010600,속초시 노인종합복지관,4.22101E+24,033-639-2019,24855,,38.1964914,128.5759723,공공데이터,,20230207,20230207
KCDCIO22N000001777,문화시설,문화시설_보호구역,순창군장애인노인종합복지관,47,전라북도,47700,순창군,4577025022,남계리,4.57705E+11,전라북도 순창군 순창읍 순창5길 11-4,"전라북도 순창군 순창읍 남계리 626 순창노인복지회관,장애인회관","11-4 Sunchang 5-gil, Sunchang-eup, Sunchang-gun, Jeollabuk-do",4577025022,"순창노인복지회관,장애인회관",4.57703E+24,063-650-1283,56046,,35.3730098,127.1409587,공공데이터,,20230207,20230207
KCDCIO22N000001778,문화시설,문화시설_보호구역,월학3리 경로당,42,강원도,42810,인제군,4281032022,월학리,4.28103E+11,강원도 인제군 북면 금강로 769,강원도 인제군 북면 월학리 781-4 월학3리종합회관,"769 Geumgang-ro, Buk-myeon, Inje-gun, Gangwon-do",4281032022,월학3리종합회관,4.28103E+24,033-460-2214,24609,,38.1728090,128.2055715,공공데이터,,20230207,20230207
KCDCIO22N000001779,문화시설,문화시설_보호구역,서화1리 경로당,42,강원도,42810,인제군,4281034023,서화리,4.28103E+11,강원도 인제군 서화면 금강로 1663,강원도 인제군 서화면 서화리 796-12 서화1리경로당,"1663 Geumgang-ro, Seohwa-myeon, Inje-gun, Gangwon-do",4281034023,서화1리경로당,4.28103E+24,033-460-2214,24600,,38.2434871,128.2074523,공공데이터,,20230207,20230207
KCDCIO22N000001780,문화시설,문화시설_보호구역,가리산리 경로당,42,강원도,42810,인제군,4281025029,가리산리,4.28103E+11,강원도 인제군 인제읍 한석산로 1560,강원도 인제군 인제읍 가리산리 241-1 가리산노인회관,"1560 Hanseoksan-ro, Inje-eup, Inje-gun, Gangwon-do",4281025029,가리산노인회관,4.28103E+24,033-460-2214,24643,,38.0667084,128.3268478,공공데이터,,20230207,20230207
KCDCIO22N000001781,문화시설,문화시설_보호구역,상남3리 경로당,42,강원도,42810,인제군,4281035021,상남리,4.28104E+11,강원도 인제군 상남면 자포대길 13,강원도 인제군 상남면 상남리 1509-4,"13 Japodae-gil, Sangnam-myeon, Inje-gun, Gangwon-do",4281035021,,4.28104E+24,033-460-2214,24664,,37.8452399,128.2416598,공공데이터,,20230207,20230207
KCDCIO22N000001782,문화시설,문화시설_보호구역,천도3리 경로당,42,강원도,42810,인제군,4281034021,천도리,4.28103E+11,강원도 인제군 서화면 금강로 1457,강원도 인제군 서화면 천도리 523 천도3리 경로당,"1457 Geumgang-ro, Seohwa-myeon, Inje-gun, Gangwon-do",4281034021,천도3리 경로당,4.28103E+24,033-460-2214,24601,,38.2261902,128.2091758,공공데이터,,20230207,20230207
KCDCIO22N000001783,문화시설,문화시설_보호구역,종합사회복지관,48,경상남도,48170,진주시,4817011900,,4.81703E+11,경상남도 진주시 동진로 273(상대동),경상남도 진주시 상대동 33-119,"273 Dongjin-ro, Jinju-si, Gyeongsangnam-do",4817011900,,4.81701E+24,055-749-8927,52782,,35.1810018,128.1210125,공공데이터,,20230207,20230207
KCDCIO22N000001784,문화시설,문화시설_보호구역,상락원,48,경상남도,48170,진주시,4817012900,,4.81705E+11,경상남도 진주시 판문오동길115번길 62-33(판문동),경상남도 진주시 판문동 1032 상락원,"62-33 Panmunodong-gil 115beon-gil, Jinju-si, Gyeongsangnam-do",4817012900,상락원,4.81701E+24,055-749-8927,52648,,35.1845940,128.0321387,공공데이터,,20230207,20230207
KCDCIO22N000001785,문화시설,문화시설_보호구역,청락원,48,경상남도,48170,진주시,4817011900,,4.81705E+11,경상남도 진주시 모덕로47번길 40(상대동),경상남도 진주시 상대동 825 청락원,"40 Modeok-ro 47beon-gil, Jinju-si, Gyeongsangnam-do",4817011900,청락원,4.81701E+24,055-749-8927,52786,,35.1858510,128.1027237,공공데이터,,20230207,20230207
KCDCIO22N000001786,문화시설,문화시설_보호구역,진주종합복지,48,경상남도,48170,진주시,4817010700,,4.81703E+11,경상남도 진주시 진양호로 476(남성동),경상남도 진주시 남성동 3-18 종합사회복지관,"476 Jinyangho-ro, Jinju-si, Gyeongsangnam-do",4817010700,종합사회복지관,4.81701E+24,055-749-8927,52689,,35.1907937,128.0776717,공공데이터,,20230207,20230207
KCDCIO22N000001787,문화시설,문화시설_보호구역,노인전문요양원,48,경상남도,48170,진주시,4817010100,,4.81705E+11,경상남도 진주시 천수로163번길 15(망경동),경상남도 진주시 망경동 512,"15 Cheonsu-ro 163beon-gil, Jinju-si, Gyeongsangnam-do",4817010100,,4.81701E+24,055-749-8927,52713,,35.1785737,128.0830679,공공데이터,,20230207,20230207
