ITEM_NM,SUBITEM_NM,CTPRVN_NM,SIGNGU_NM,CLUB_NM,TROBL_TY_NM,OPER_TIME_CN,CLUB_INTRCN_CN
파크골프,골프,경남,진주시,진주시장애인스크린및필드골프클럽,지체장애,매주 토요일 10시,안녕하세요 진주시장애인필드골프클럽입니다.   골프에 관심이 많은 장애인분들은 연락주세요   같이 즐겁게 클럽할동합시다.   감시합니다.
파크골프,골프,경남,진주시,진주시장애인파크골프클럽,지체장애,매주토요일 오전10,안녕하세요 진주시장애인파크골프클럽입니다. 항상 파크골프을 배우고 싶은분들은 진주시장애인파크골프클럽으로 연락주세요 언제나 환영합니다. 감사합니다.
파크골프,,경남,함양군,지리산 함양,지체장애,매주 수요일 오후 1시,
파크골프,,경기,부천시,부천판타지아동호회,지체장애,매주토요일 오후2시,
파크골프,,서울,송파구,송파지장협 파크골프클럽,지체장애,매주 수 오전10~12시,
파크골프,,경남,진주시,진주시뇌병변파크골프클럽,뇌병변장애,월수금오전10,경남진주시 뇌병변장애인들이 2020.10.07 파크골프클럽 결성하여 2020년 10월부터 2020년 뇌병변장애인 파크골프교실 운영하고 있으며 회원들의 운동 및 자조모임 형식으로 운영함
파크골프,,서울,영등포구,영등포구 영복회 파크골프클럽,지체장애,"매주 수,금 오후2시",
파크골프,,충북,제천시,2022 사하파크골프클럽,지적장애,매주 수 오전 9시-11시,사하의 집 거주시설 이용인 대상의 파크골프클럽입니다
파크골프,,경남,창원시진해구,진해벚꽃장애인파크골프동우회,지체장애,"매주 금,토",
파크골프,,경남,창원시,파크골프 민들레 동호회,기타장애,매주 화 오후 4시간,파크골프 민들레 동호회는 장애인 12명과 비장애인 13명으로 총 25명 회원이 장애인과 비장애인이 함께 편성되어 파크골프 운동을 통해서 건강 증진과 재활 및 여가 생활을 함으로써 장애인과 비장애인의 양극화 해소와 건강 증진에 기여하여 행복한 삶을 살아 갈 수 있도록 하고 있음
파크골프,,충남,예산군,(도비)2022년 한사랑파크골프클럽,지체장애,매주 목요일 13시30분,안녕하세요. 저희 예산군 한사랑파크골프클럽은 매주 목요일 13:30~15:30 무한천파크골프장에서 진행됩니다.  예산군내 파크골프를  사랑하시는 장애인분들은 많은 관심바랍니다.
파크골프,,충북,음성군,2022 샛별파크골프동호회,지체장애,수 목 요일,샛별 장애인어울림
파크골프,,충남,부여군,(기금)사비파크골프클럽,지체장애,매주 토 15시,
파크골프,,경남,양산시,둥지파크,지적장애,매주 금요일 오후4시,
파크골프,골프,경남,창원시진해구,드림홀인원,기타장애,매주 토.일,중증/경증 장애인 및 비장애인 으로 어울림 동아리로 구성 되어있으며 진해 풍호파크골프장에는 창원연합 회원으로 가입 되신 분들이 운동을 합니다 우리 클럽의 중증회원은 창원북면 사회인 야구장 옆 장애인파크골프장에서 매주 토.일 그의 시간 되시는 분들은 수시로 운동을 합니다.
파크골프,,충남,홍성군,홍성군파크골프동호회,지체장애,매주 수요일 오후 2시,
파크골프,,경기,여주시,여주시희망골프클럽,지체장애,매주 토요일 오전 09시,
파크골프,,전북,전주시,전주파크골프클럽,지체장애,매주 수 오후 3시,
파크골프,,제주,제주시,해오름파크골프클럽,뇌병변장애,매주 월화수금 12:00~16:30,"장애인의 생활체육 참여 유도 및 파크골프의 저변 확대를 위한 목적으로 장애인(7명)과 비장애인(3명이   혼성(남 4명, 여 6명)으로 구성하였으며 점차적으로 회원 모집을 통한 지역생활 체육 발전에 기여하고자 함"
파크골프,,경남,진주시,진주시일송파크골프회,지체장애,"매주토,일오후2시",
파크골프,,경기,수원시,수원이글스클럽,지체장애,매주 토,
파크골프,골프,대전,동구,대전골프일팀,지체장애,"매주 월 ,화,수,목,금오후1시",
파크골프,,울산,중구,희망나눔동행파크골프동호회,기타장애,매주 수 오전 10시,"희망나눔파크골프동호회는 나라를 위해 희생, 공헌한 국가유공자(상이군경)가 회원으로 구성  되어 60, 70대의 고령에도 건전한 생활체육 활동을 통해 상이처의 재활 및 심신의 건강을 유지  하고자 결성된 동호회임."
파크골프,,서울,중랑구,중랑까치파크골프클럽,뇌병변장애,"매주 수, 금 오후1시~5시","중랑구를 거점으로 장애인과 비장애인이 함께 어울려 활동하는 파크골프클럽입니다.   생활 속에서 여가활동과 건강증진을 향상 시키며, 상호 정보 교류 및 유대관계를 형성하여 즐겁게 활동하고자 하는 클럽입니다."
파크골프,,경기,군포시,군포파크골프,지체장애,"화,목 오후 2시","군포장애인골프협회 클럽은 지체장애,뇌병변장애와 비장애인이 함께하는 파크골프로 건강한정신과 건강한 신체를 함께하는 모임입니다."
파크골프,,경남,창원시,반딧불 클럽,지체장애,"매주 월, 수 10:00~12:30",
파크골프,,서울,강서구,강서어울림파크골프클럽,기타장애,매주 토요일 오후 한시,"저희 강서어울림파크골프는 지체, 뇌병변, 비장애인 매주 토요일 푸른 잔디에서 장애인과 비장애인과  파크골프를 통해 건전한 정신과 체력증진을 합니다,"
파크골프,,경남,하동군,한마음클럽,지체장애,"매주 월, 오전 10시",
파크골프,,서울,노원구,노원 한마음파크골프동호회,지체장애,매주 화 13시~17시,서울 노원구에서 활동하는 장애인과 비장애인이 함께 운동하는 파크골프 어울림 동호회입니다.  지역에 중랑천파크골프장의 개장과 더불어 파크골프 생활체육 동호인들이 함께 어울려 운동하고 있습니다.
파크골프,,경기,가평군,가평장애인파크골프협회,지체장애,"매주 수,토 오전8시",가평군 장애인들이 함께 만들어 가는 장애인골프클럽입니다.
파크골프,골프,광주,서구,광주광역시장애인서구파크골프동호인클럽,지체장애,매주 월.수.금 13시~18시,누구나 할수있은파크골프입니다.
파크골프,,경남,창원시,마산농아인파크골프클럽,청각장애,"매주 월,수 오전 10시",스포츠를 통하여 농아인의 체력 단력 및 사회통합 도모
파크골프,,대구,달서구,한마음파크골프클럽,지체장애,"매주 화,토",장애인 비장애인 즐겁게 운동하는 클럽입니다.
파크골프,골프,경남,창원시의창구,파크골프 해피클럽,지체장애,매주 수 오후2시,해피클럽은 장애 바장애 회원이 함께 체육활동을 하는 동아리입니다.
파크골프,,서울,마포구,마포지부 파크골프(마파동),지체장애,매주 목 오후 2시,생활체육 활동을 통해 장애인들의 건강증진과 회원들과의 친목교류를 이루며     삶의 질 향상을 도모하고자 함.
파크골프,,전북,정읍시,2022전북장애인생활체육 파크골프클럽,지체장애,매주 토 14:00~16:00,
파크골프,골프,서울,강서구,강서위너스파크골프동호회,지체장애,매주 토 오후 1시,"장애인,비장애인 모든 사람이 다함께 어울려 운동하는 동호회로 집에만 움츠리고 있는 장애인들에게 밖에서 활동할 기회를 주어짐으로 삶의 즐거움과 행복함을 만끽하게 하는데 목적이 있다. 아울러 재활을 겸하며 건강 증진에도 도움이 되는 운동이다."
파크골프,,경남,창원시마산합포구,2022 마산장애인파크골프동호회,지체장애,매주 금요일 오전 9시,
파크골프,,서울,노원구,노원 킹스필드파크골프클럽,지체장애,"매주 화,토 10시~17시",어울림 장애인파크골프
파크골프,,부산,동구,하사가파크골프동호회,지체장애,거의 매일,"2012년 하사가 장애인 상담넷 운영자 이복남님, 김정포님등이 주축이 되어 회를 조직하여 금년에 10주년을 맞이하며 ,초기 멤버들이 많이 탈회하면서 2022년 새롭게 출발.   하늘.사랑.가족을 중시하는 우정의 클럽"
파크골프,,경기,화성시,화성피닉스클럽,지체장애,"매주 화,목 오후 2시",우리 단체는 지체장애인과 뇌병변 장애인 회원으로 구성되어 열정을 가지고 활발히 운동하고 친목을 다지고 있습니다.
파크골프,,부산,북구,부산북구장애인파크골프클럽,지체장애,매주 수요일 오후2시,? 파크골프를 통해 장애인의 기초체력증진 및 야외 활동을 통한 신체 기능 향상    ? 참가자 간의 상호작용을 통해 자존감 향상 및 사회참여의식 향상    ? 활동을 통해 심신의 안정 도모
파크골프,,서울,양천구,양천파크골프클럽,지체장애,매주화12시,
파크골프,,서울,강북구,강북드림파크골프클럽,지체장애,매주 토 오후 1시,"서울특별시장애인골프협회 소속 드림파크골프 동호회는 2015년에 창단되었습니다.  파크골프를 통해 장애인과 비장애인이 함께 소통하며 생활체육으로 하나되는 사람들의 모임입니다.  강북구에 소재하고 있으며 장애인, 비장애인 모두 환영합니다."
파크골프,,경기,의왕시,의왕시도깨비파크골프,지체장애,매주 토 오전10시,신출 귀몰하다
파크골프,골프,광주,남구,광주장애인남구재석파크골프동호인,기타장애,매주 화.목.토13시~18시,3대가 할 수있은 파크골프입니다.
파크골프,골프,광주,동구,광주장애인동구무등산파크골프동호인,기타장애,매주월.수.금 13시~18시~,남 여 누구나 할 수있은 파크골프 많은회원으로 참여합시다.
파크골프,,서울,은평구,은평구 장애인 파크골프클럽,기타장애,08~13,장애인과 비장애인이 어울려 파크골프를 치면서 친목을 도모하는 클럽
파크골프,,경남,김해시,신가야,지체장애,매주.수오후1시,
파크골프,골프,광주,서구,광주장애인빛고을파크골프동호인,기타장애,매주 금.토.일 13시~18시,남 여 누구나 즐길수있은 파크골프입니다
파크골프,,경남,양산시,SJ파크골프,기타장애,"화,목,토,일 3시",비장애인화 화합과 친모도모 체력 단력 우수한 성적
파크골프,,경남,양산시,US파크골프클럽,기타장애,매주 토. 일 오후 2시,중증장애인 건강증진을위한 체육활동 기회를 갖고자 설립된 클럽이며 회원13명으로 구성됨
파크골프,,충남,아산시,(도비)온아파크골프클럽,지체장애,매주 수 16:00~18:00,
파크골프,,충남,금산군,(기금)2022년 금산군 장애인 파크골프 동호회,지체장애,매주 화 오후 2시30분,
파크골프,,충남,청양군,(기금)청양장애인파크골프클럽,지체장애,매수 수 오전 10시,
파크골프,,경기,부천시,부천시장애인골프협회,지적장애,화요일 오후2시,
파크골프,,서울,강서구,한누리 파크골프동호회,지체장애,매주 일요일 오후 1시,
파크골프,골프,서울,동작구,서남파크골프동호회,지체장애,매월 셋째주 금요일. 수시모임,본 클럽은 2013년도 5월예 설립하여 9년간 활동해 온 클럽으로 동작구에 지부를 두고 16명의 회원을 두고 있음.
파크골프,골프,광주,서구,무지개파크골프동호인,기타장애,매주 수.금.일 09시~12,누구나 할수있은파크골프입니다.
파크골프,골프,광주,북구,광주장애인북구웰컴파크골프동호인클럽,기타장애,매주 월.수.금 13시~18시,3대가 할수있은 파크골프입니다.
파크골프,,충남,공주시,(기금)백제파크골프동호회,지체장애,"매주 월,수 10시",
파크골프,,경기,구리시,동구클럽,지체장애,매주 일요일 10:00-15:00,
파크골프,,충북,제천시,2022 제천장애인북부파크골프클럽,지체장애,"월, 목","제천시장애인골프협회 회원 중 복지카드 소지 회원으로 구성된 동호인클럽으로 장애인의 정서적, 신체적 재활 도모, 제천시 지역내 장애인의 삶의 질 향상은 물론, 장애인 인식개선과 장애인 차별을 없애고 장애인 파크골프의 저변확대를 모색하고자 함."
파크골프,쇼다운,충남,천안시,(시비)시각장애인 스포츠클럽,시각장애,매주 화13:00/수9:40/금9:40,
파크골프,,경기,화성시,화성코리요골프클럽,지체장애,"매주 목,일 오후2시",비장애인과 장애인이 함께 어울려 운동 함으로써  성취감과 건강을 추구하는클럽
파크골프,,경기,광명시,광명시장애인파크골프클럽,지체장애,매주 금요일 11시,광명시파크골프클럽
파크골프,골프,광주,동구,광주장애인동구럭키파크골프동호인클럽,기타장애,매주 화.목.토13~18,남 여 3대가할수있은 파크골프입니다.
파크골프,,경남,양산시,아리랑클럽,지체장애,"매주,토.일오후1시","장애인의 건강증진과 사회 참여를 위하여, 장애인과 비장애인이 어울어져 서로 서로 도와주며 재미나게 클럽활동을 하고 있는 동아리 입니다."
파크골프,,강원,철원군,철원군지체장애인파크골프동호회,지체장애,매주화 오전10시,
파크골프,기타,경남,양산시,아리랑A,뇌병변장애,매주목요일 14시-17시,
파크골프,,경기,김포시,김포시장애인골프협회,지적장애,매주 금 오후4시,
파크골프,,강원,태백시,사)강원도농아인협회태백시지회,청각장애,매주 화 오후 2시,안녕하세요 태백시농아인파크골프동호인클럽입니다.
파크골프,,경기,의정부시,버디버디골프클럽,지체장애,매주금요일 2시,
파크골프,골프,경기,하남시,하남시지장협파크골프,지체장애,"매주 토, 일요일 오전 9시",하남시지체장애인협회 회원 단합과 체력 향상하는 클럽입니다.
파크골프,,경기,부천시,부천드림골프클럽,지체장애,매주토요일 오후2,
파크골프,,충남,천안시,(기금)천안시장애인골프클럽,지체장애,매주 화 14:00~16:00,
파크골프,,충남,계룡시,(도비)계룡시장애인 레인보우파크골프 클럽,지체장애,매주 월 15:00~17:00,
파크골프,,경기,부천시,부천그레이트골프클럽,지체장애,매주 토 1시,
파크골프,,경기,고양시,고양나이스,지체장애,"매주 월,수,목,금 토 일",고양나이스클럽은 2012년 7월10일에 생성되었습니다 그후 고양시에서 어울림 파크골프를 통해 장애인들의 건강증진과 삶의 질을 높이고 고양시의 위상를 높이는데 지대한 영향을 주고있는 클럽입니다.
파크골프,,충남,태안군,(기금)태안군 장애인 파크골프클럽,지체장애,매주 화요일 13시 30분,^^
파크골프,,충남,천안시,(시비)시각장애인스포츠클럽(파크골프),시각장애,"매주 화,수 오전9시30분",
파크골프,,경남,창원시,믿음클럽,기타장애,매주2회,장애비장애어울림클럽으로 매주2회모여서 건강관리겸운동
파크골프,,대구,달성군,에버그린파크골프클럽,지체장애,"매주 토, 일 오전 10시","운동강도에 비해서 유산소운동의 효과가 뛰어나고, 특히 자연 속에서 어린아이와 노인이 세대를 뛰어넘어서, 장애인과 비장애인이 다함께 어울릴 수 있는 파크골프를 즐기는 생활체육클럽입니다.  성별, 나이,  장애 유무와 상관없이 누구나 회원이 될 수 있는 어울림 클럽으로  주 2회 이상 체육활동에 참여하여  회원 상호간 친목을 도모하고 건강하고 행복한 삶을 누리는 것을 그 목적으로 하는 어울림 생활체육클럽입니다."
파크골프,,경남,양산시,정겨운파크골프,지체장애,매주 수요일 오후1시,사회적협동조합 정겨운사람들의 장애인근로자들로 이뤄진 체육동아리
파크골프,,광주,광산구,광주장애인광산구청솔파크골프클럽,뇌병변장애,매주 월.수.금 13시~18시,3대가할수있은파크골프입니다.
파크골프,,대구,중구,홀인원파크골프클럽,지체장애,매주 토.일 오후2시,홀인원클럽은 파크골프를 좋아하고 관심이 있는 사람은 누구든지 가입을 할수있습니다.
파크골프,,전남,영광군,소나무클럽,지체장애,매주 토요일 오전 10시 30분,소나무클럽은 영광군 장애인생활체육 클럽입니다.
파크골프,,경남,양산시,굼벵이,지체장애,매주 토.일 오후2시,
파크골프,,경남,김해시,에코파크골프,지체장애,매주토요일,장애&amp;비장애어울림
파크골프,,충남,서천군,(기금) 파크골프클럽,지체장애,"매주 토,오전 11시",
파크골프,,경기,구리시,보향클럽,지체장애,매주 금요일 10:00~15:00,
파크골프,,대구,달서구,달구벌파크골프클럽,기타장애,"매주 화, 토 오후2시~5시",
파크골프,,경기,구리시,온달클럽,지체장애,매주 수요일 10:00-15:00,
파크골프,,충북,청주시,2022 까치내파크골프클럽,지체장애,"매주 화, 목 오후 1시",청주시 장애인 파크골프 클럽
파크골프,,경남,창원시진해구,손사랑파크골프동아리,청각장애,매주 수요일 10시,창원시 진해 지역 내 청각 언어 장애인과 수어통역사들의 파크골프 동아리입니다
파크골프,,경남,양산시,양산 청맥클럽 동아리,기타장애,매주 일  오후 1시,장애인과 비장애인이 함께 어울리는 단체입니다.
파크골프,,대구,북구,이글파크골프클럽,지체장애,"매주 토,일 오후2시","본 이글파크골프클럽은 지체장애인협회 서구지회 임원들로 최초로 구성되어 서로간의 친목과 화합정신 및 체력을 증진시키고자  시작하였던 운동이였습니다. 해를 거듭 할 수록 발전하여 오늘에 이르고 있으며, 지체장애인과 일반인이드라도 장애인부부일경우 가입할 수  있습니다."
파크골프,,경남,창원시마산회원구,천마동호회,지체장애,매주 금요일 오후2시,본회는 지체장애인들이 모여서 여가활용으로 생활체육활동을함.
펜싱,,광주,서구,펜싱동호인클럽,기타장애,"매주 수,금 오후2시",
펜싱,,전남,해남군,HPF휠체어펜싱클럽,기타장애,매주 금요일,휠체어펜싱장을 개인훈련장을 건축해서 장애인들이 무료로 사용할수 있도록 개방하고 있음
플로어볼,특수체육,부산,사하구,신평 F.C (플로어볼),지적장애,"매주 월, 목 6시",
플로어볼,,대전,유성구,대전휠체어 플로어볼,지체장애,매주 토요일 13시,대전에서 휠체어 플로어볼을 체험해 보실 분은 언제든 환영 합니다.
